"","tsls_est_s1","tsls_se_s1","liml_est_s1","liml_se_s1","bekker_s1","tsls_est_s2","tsls_se_s2","liml_est_s2","liml_se_s3","bekker_s2","tsls_est_s3","tsls_se_s3","liml_est_s3","liml_se_s3","bekker_s3"
"1",0.107030470985194,0.0190039796780109,0.107204565688846,0.0190659665158911,0.0191244582446223,0.108201459712291,0.0169193464259366,0.116966103644529,0.0213138703673288,0.0221265850504605,0.094678899389038,0.011537017622832,0.128872842682085,0.0213138703673288,0.0374939111589859
"2",0.0900588849964947,0.0202444452911661,0.0902988566912768,0.0204696525178848,0.0206950794279701,0.0913861838896537,0.0173612397890445,0.0962455953275025,0.0197073822255417,0.0243395139584899,0.0965250006929637,0.0117043544903556,0.125938383484424,0.0197073822255417,0.0318500060923267
"3",0.10604448188792,0.0179985739214955,0.106236763803508,0.0180643562316356,0.0181265691976967,0.104888658783096,0.0157988462822662,0.111462980394776,0.0211319938767946,0.0198196426916512,0.0954248346263569,0.0121517910932386,0.12663120824692,0.0211319938767946,0.0351641704174608
"4",0.0916497586830474,0.0194070856390506,0.091976807560286,0.0196640797925217,0.0199211251218742,0.103823084623116,0.0172932441717315,0.109083483474535,0.0247829713049726,0.0210337911021022,0.0841093255400267,0.0120294553266321,0.0995695242230568,0.0247829713049726,0.050605929116142
"5",0.0643199176756184,0.0203739178713257,0.0642271018107294,0.0204388867382436,0.0205028134132595,0.0778860969027733,0.0189662605551063,0.0775290904808799,0.0211806720467164,0.0249848171852293,0.0842763825613133,0.0122037882699803,0.0947889353091114,0.0211806720467164,0.0365817441963006
"6",0.091826926978456,0.0199914370730423,0.0918557205692991,0.0200143381387543,0.0200368293725502,0.0895850182642448,0.017375891846969,0.092332834359695,0.0184303085563033,0.0219641648911498,0.0814785984599666,0.0115485910495387,0.0850572172038824,0.0184303085563033,0.0293977429355161
"7",0.0700250268157561,0.0238870315875355,0.0695737556071663,0.0244569215253964,0.0250359466612606,0.0418250074134789,0.0184422294730909,0.0282345984354606,0.0238507999378318,0.0252684776403087,0.0508450124846149,0.0125837796783918,-0.00801828256379622,0.0238507999378318,0.0393149242046343
"8",0.133769562134205,0.0201379599043881,0.133803212808857,0.0201450487388339,0.0201506308432374,0.111433861651676,0.0171823889658445,0.119230366087947,0.0179850328142955,0.021378559018815,0.0920938427848057,0.0112678633864189,0.111629605480402,0.0179850328142955,0.0281476850435569
"9",0.0745145572855677,0.0176870284731748,0.0742835998356668,0.0181351834377682,0.0185937769505125,0.0777700581427325,0.0159481551442494,0.0774795861400435,0.0225408769405974,0.0196570277817226,0.0684098726269724,0.0122947454496858,0.0443301182277196,0.0225408769405974,0.0403211495145861
"10",0.0847713650490505,0.0231831456594244,0.0847971407828254,0.0232295847150204,0.0232757939750493,0.0837344606071042,0.0203095809534657,0.0855789473716868,0.0219746520269342,0.0272443886085871,0.0978153446677936,0.0127766863907989,0.132424590349103,0.0219746520269342,0.0357686630272481
